0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0 0.0 0.029982363315696647 0.0 0.13855421686746988 0.050505050505050504 0.6088560885608856
1.0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.1652754590984975 0.0 0.16770186335403728 0.0 0.13953488372093023 0.2698412698412698 0.65625 0.13855421686746988 0.22727272727272727 0.17343173431734318
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0 0.313953488372093 0.164021164021164 0.0625 0.3493975903614458 0.5555555555555556 0.3837638376383764
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.03171953255425709 0.0 0.2670807453416149 0.0 0.21511627906976744 0.5 0.5 0.5 0.15488215488215487 0.6273062730627307
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0 0.2616279069767442 0.27336860670194 0.15625 0.24096385542168675 0.5521885521885522 0.9944649446494465
0.5 0.5 0.5 0.5 0.5 0.5 0.12065439672801637 0.5 0.5 0.8506711409395973 0.9706788110949808 0.5 0.5 0.5 0.0 0.1569767441860465 0.5 0.5 0.5 0.5387205387205387 0.25830258302583026
0.5 0.5 0.5 0.17455621301775148 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.09348914858096828 0.0 0.2236024844720497 0.0 0.0872093023255814 0.5 0.5 0.5 0.5791245791245792 0.09778597785977859
0.5 0.5 0.5 0.17455621301775148 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.01335559265442404 0.0 0.18012422360248448 0.08 0.0755813953488372 0.5 0.5 0.5 0.06397306397306397 0.07380073800738007
0.6880907372400756 0.5 0.5 0.01775147928994083 0.0 0.5 0.5 0.5 0.5 0.5 0.5 0.005008347245409015 0.0 0.2981366459627329 0.0 0.22674418604651161 0.5 0.5 0.5 0.05723905723905724 0.2859778597785978
0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.16 0.3488372093023256 0.2345679012345679 0.59375 0.2891566265060241 0.3939393939393939 0.08856088560885608
