Date,Stn Code,Residential,Industrial,SO2,NO2,PM10
2011-01-02,55.0,1.0,0.0,4.0,52.0,227.0
2011-01-03,55.0,1.0,0.0,4.0,53.0,198.0
2011-01-04,55.0,1.0,0.0,4.0,47.0,129.0
2011-01-05,55.0,,,,,
2011-01-06,55.0,,,,,
2011-01-07,55.0,,,,,
2011-01-08,55.0,,,,,
2011-01-09,55.0,,,,,
2011-01-10,55.0,,,,,
2011-01-11,55.0,1.0,0.0,5.0,50.0,210.0
2011-01-12,55.0,,,,,
2011-01-13,55.0,,,,,
2011-01-14,55.0,,,,,
2011-01-15,55.0,,,,,
2011-01-16,55.0,,,,,
2011-01-17,55.0,1.0,0.0,4.0,63.0,293.0
2011-01-18,55.0,,,,,
2011-01-19,55.0,,,,,
2011-01-20,55.0,1.0,0.0,4.0,55.0,284.0
2011-01-21,55.0,,,,,
2011-01-22,55.0,,,,,
2011-01-23,55.0,,,,,
2011-01-24,55.0,,,,,
2011-01-25,55.0,1.0,0.0,4.0,56.0,252.0
2011-01-26,55.0,,,,,
2011-01-27,55.0,,,,,
2011-01-28,55.0,,,,,
2011-01-29,55.0,,,,,
2011-01-30,55.0,,,,,
2011-01-31,55.0,,,,,
2011-02-01,55.0,,,,,
2011-02-02,55.0,,,,,
2011-02-03,55.0,,,,,
2011-02-04,55.0,,,,,
2011-02-05,55.0,,,,,
2011-02-06,55.0,,,,,
2011-02-07,55.0,,,,,
2011-02-08,55.0,,,,,
2011-02-09,55.0,1.0,0.0,4.0,31.0,54.0
2011-02-10,55.0,,,,,
2011-02-11,55.0,,,,,
2011-02-12,55.0,,,,,
2011-02-13,55.0,,,,,
2011-02-14,55.0,1.0,0.0,4.0,58.0,158.0
2011-02-15,55.0,,,,,
2011-02-16,55.0,,,,,
2011-02-17,55.0,,,,,
2011-02-18,55.0,1.0,0.0,5.0,67.0,309.0
2011-02-19,55.0,,,,,
2011-02-20,55.0,,,,,
2011-02-21,55.0,,,,,
2011-02-22,55.0,,,,,
2011-02-23,55.0,1.0,0.0,4.0,54.0,179.0
2011-02-24,55.0,,,,,
2011-02-25,55.0,,,,,
2011-02-26,55.0,,,,,
2011-02-27,55.0,,,,,
2011-02-28,55.0,,,,,
2011-03-01,55.0,,,,,
2011-03-02,55.0,,,,,
2011-03-03,55.0,,,,,
2011-03-04,55.0,,,,,
2011-03-05,55.0,1.0,0.0,4.0,54.0,244.0
2011-03-06,55.0,1.0,0.0,4.0,58.0,203.0
2011-03-07,55.0,,,,,
2011-03-08,55.0,1.0,0.0,4.0,36.0,93.0
2011-03-09,55.0,,,,,
2011-03-10,55.0,,,,,
2011-03-11,55.0,,,,,
2011-03-12,55.0,,,,,
2011-03-13,55.0,,,,,
2011-03-14,55.0,,,,,
2011-03-15,55.0,1.0,0.0,4.0,52.0,113.0
2011-03-16,55.0,,,,,
2011-03-17,55.0,,,,,
2011-03-18,55.0,1.0,0.0,4.0,55.0,146.0
2011-03-19,55.0,,,,,
2011-03-20,55.0,,,,,
2011-03-21,55.0,,,,,
2011-03-22,55.0,,,,,
2011-03-23,55.0,1.0,0.0,4.0,49.0,152.0
2011-03-24,55.0,,,,,
2011-03-25,55.0,,,,,
2011-03-26,55.0,,,,,
2011-03-27,55.0,,,,,
2011-03-28,55.0,1.0,0.0,4.0,53.0,117.0
2011-03-29,55.0,,,,,
2011-03-30,55.0,,,,,
2011-03-31,55.0,,,,,
2011-04-01,55.0,1.0,0.0,4.0,47.0,
2011-04-02,55.0,1.0,0.0,4.0,50.0,336.0
2011-04-03,55.0,,,,,
2011-04-04,55.0,,,,,
2011-04-05,55.0,,,,,
2011-04-06,55.0,,,,,
2011-04-07,55.0,,,,,
2011-04-08,55.0,,,,,
2011-04-09,55.0,,,,,
2011-04-10,55.0,1.0,0.0,4.0,45.0,110.0
2011-04-11,55.0,1.0,0.0,5.0,65.0,365.0
2011-04-12,55.0,,,,,
2011-04-13,55.0,,,,,
2011-04-14,55.0,,,,,
2011-04-15,55.0,,,,,
2011-04-16,55.0,,,,,
2011-04-17,55.0,,,,,
2011-04-18,55.0,1.0,0.0,4.0,58.0,236.0
2011-04-19,55.0,,,,,
2011-04-20,55.0,,,,,
2011-04-21,55.0,1.0,0.0,5.0,60.0,218.0
2011-04-22,55.0,,,,,
2011-04-23,55.0,,,,,
2011-04-24,55.0,,,,,
2011-04-25,55.0,,,,,
2011-04-26,55.0,,,,,
2011-04-27,55.0,1.0,0.0,4.0,38.0,190.0
2011-04-28,55.0,,,,,
2011-04-29,55.0,,,,,
2011-04-30,55.0,,,,,
2011-05-01,55.0,,,,,
2011-05-02,55.0,,,,,
2011-05-03,55.0,,,,,
2011-05-04,55.0,,,,,
2011-05-05,55.0,,,,,
2011-05-06,55.0,,,,,
2011-05-07,55.0,1.0,0.0,4.0,44.0,129.0
2011-05-08,55.0,,,,,
2011-05-09,55.0,,,,,
2011-05-10,55.0,,,,,
2011-05-11,55.0,,,,,
2011-05-12,55.0,1.0,0.0,4.0,38.0,170.0
2011-05-13,55.0,,,,,
2011-05-14,55.0,,,,,
2011-05-15,55.0,,,,,
2011-05-16,55.0,1.0,0.0,5.0,50.0,206.0
2011-05-17,55.0,,,,,
2011-05-18,55.0,,,,,
2011-05-19,55.0,,,,,
2011-05-20,55.0,1.0,0.0,4.0,50.0,206.0
2011-05-21,55.0,,,,,
2011-05-22,55.0,,,,,
2011-05-23,55.0,,,,,
2011-05-24,55.0,,,,,
2011-05-25,55.0,1.0,0.0,4.0,51.0,308.0
2011-05-26,55.0,,,,,
2011-05-27,55.0,,,,,
2011-05-28,55.0,,,,,
2011-05-29,55.0,,,,,
2011-05-30,55.0,1.0,0.0,4.0,56.0,202.0
2011-05-31,55.0,,,,,
2011-06-01,55.0,,,,,
2011-06-02,55.0,,,,,
2011-06-03,55.0,,,,,
2011-06-04,55.0,1.0,0.0,4.0,58.0,134.0
2011-06-05,55.0,1.0,0.0,4.0,48.0,204.0
2011-06-06,55.0,,,,,
2011-06-07,55.0,,,,,
2011-06-08,55.0,,,,,
2011-06-09,55.0,,,,,
2011-06-10,55.0,,,,,
2011-06-11,55.0,,,,,
2011-06-12,55.0,,,,,
2011-06-13,55.0,1.0,0.0,4.0,50.0,166.0
2011-06-14,55.0,,,,,
2011-06-15,55.0,,,,,
2011-06-16,55.0,1.0,0.0,4.0,54.0,153.0
2011-06-17,55.0,,,,,
2011-06-18,55.0,,,,,
2011-06-19,55.0,,,,,
2011-06-20,55.0,,,,,
2011-06-21,55.0,1.0,0.0,4.0,50.0,237.0
2011-06-22,55.0,,,,,
2011-06-23,55.0,,,,,
2011-06-24,55.0,1.0,0.0,4.0,46.0,133.0
2011-06-25,55.0,,,,,
2011-06-26,55.0,,,,,
2011-06-27,55.0,,,,,
2011-06-28,55.0,,,,,
2011-06-29,55.0,1.0,0.0,4.0,41.0,130.0
2011-06-30,55.0,,,,,
2011-07-01,55.0,1.0,0.0,4.0,46.0,556.0
2011-07-02,55.0,,,,,
2011-07-03,55.0,1.0,0.0,4.0,49.0,167.0
2011-07-04,55.0,,,,,
2011-07-05,55.0,,,,,
2011-07-06,55.0,,,,,
2011-07-07,55.0,,,,,
2011-07-08,55.0,,,,,
2011-07-09,55.0,1.0,0.0,4.0,35.0,108.0
2011-07-10,55.0,,,,,
2011-07-11,55.0,,,,,
2011-07-12,55.0,,,,,
2011-07-13,55.0,1.0,0.0,4.0,35.0,79.0
2011-07-14,55.0,,,,,
2011-07-15,55.0,,,,,
2011-07-16,55.0,,,,,
2011-07-17,55.0,,,,,
2011-07-18,55.0,1.0,0.0,4.0,42.0,81.0
2011-07-19,55.0,,,,,
2011-07-20,55.0,,,,,
2011-07-21,55.0,1.0,0.0,4.0,47.0,106.0
2011-07-22,55.0,,,,,
2011-07-23,55.0,,,,,
2011-07-24,55.0,,,,,
2011-07-25,55.0,,,,,
2011-07-26,55.0,,,,,
2011-07-27,55.0,,,,,
2011-07-28,55.0,,,,,
2011-07-29,55.0,,,,,
2011-07-30,55.0,,,,,
2011-07-31,55.0,,,,,
2011-08-01,55.0,,,,,
2011-08-02,55.0,,,,,
2011-08-03,55.0,,,,,
2011-08-04,55.0,,,,,
2011-08-05,55.0,,,,,
2011-08-06,55.0,1.0,0.0,4.0,55.0,157.0
2011-08-07,55.0,1.0,0.0,4.0,35.0,97.0
2011-08-08,55.0,1.0,0.0,4.0,34.0,73.0
2011-08-09,55.0,,,,,
2011-08-10,55.0,,,,,
2011-08-11,55.0,,,,,
2011-08-12,55.0,,,,,
2011-08-13,55.0,,,,,
2011-08-14,55.0,,,,,
2011-08-15,55.0,,,,,
2011-08-16,55.0,,,,,
2011-08-17,55.0,1.0,0.0,4.0,22.0,58.0
2011-08-18,55.0,,,,,
2011-08-19,55.0,,,,,
2011-08-20,55.0,,,,,
2011-08-21,55.0,,,,,
2011-08-22,55.0,,,,,
2011-08-23,55.0,,,,,
2011-08-24,55.0,,,,,
2011-08-25,55.0,,,,,
2011-08-26,55.0,1.0,0.0,4.0,35.0,135.0
2011-08-27,55.0,,,,,
2011-08-28,55.0,,,,,
2011-08-29,55.0,,,,,
2011-08-30,55.0,,,,,
2011-08-31,55.0,,,,,
2011-09-01,55.0,,,,,
2011-09-02,55.0,1.0,0.0,4.0,57.0,280.0
2011-09-03,55.0,,,,,
2011-09-04,55.0,,,,,
2011-09-05,55.0,,,,,
2011-09-06,55.0,,,,,
2011-09-07,55.0,,,,,
2011-09-08,55.0,,,,,
2011-09-09,55.0,,,,,
2011-09-10,55.0,,,,,
2011-09-11,55.0,,,,,
2011-09-12,55.0,1.0,0.0,4.0,41.0,266.0
2011-09-13,55.0,,,,,
2011-09-14,55.0,,,,,
2011-09-15,55.0,,,,,
2011-09-16,55.0,,,,,
2011-09-17,55.0,,,,,
2011-09-18,55.0,,,,,
2011-09-19,55.0,,,,,
2011-09-20,55.0,1.0,0.0,4.0,34.0,75.0
2011-09-21,55.0,,,,,
2011-09-22,55.0,,,,,
2011-09-23,55.0,1.0,0.0,4.0,36.0,80.0
2011-09-24,55.0,,,,,
2011-09-25,55.0,,,,,
2011-09-26,55.0,,,,,
2011-09-27,55.0,,,,,
2011-09-28,55.0,1.0,0.0,4.0,37.0,80.0
2011-09-29,55.0,,,,,
2011-09-30,55.0,,,,,
2011-10-01,55.0,,,,,
2011-10-02,55.0,,,,,
2011-10-03,55.0,1.0,0.0,4.0,50.0,102.0
2011-10-04,55.0,,,,,
2011-10-05,55.0,,,,,
2011-10-06,55.0,,,,,
2011-10-07,55.0,,,,,
2011-10-08,55.0,,,,,
2011-10-09,55.0,,,,,
2011-10-10,55.0,1.0,0.0,4.0,47.0,162.0
2011-10-11,55.0,,,,,
2011-10-12,55.0,,,,,
2011-10-13,55.0,1.0,0.0,5.0,44.0,164.0
2011-10-14,55.0,,,,,
2011-10-15,55.0,,,,,
2011-10-16,55.0,,,,,
2011-10-17,55.0,,,,,
2011-10-18,55.0,1.0,0.0,4.0,46.0,220.0
2011-10-19,55.0,,,,,
2011-10-20,55.0,,,,,
2011-10-21,55.0,1.0,0.0,4.0,45.0,300.0
2011-10-22,55.0,,,,,
2011-10-23,55.0,,,,,
2011-10-24,55.0,,,,,
2011-10-25,55.0,,,,,
