Date,Stn Code,Residential,Industrial,SO2,NO2,PM10
2011-01-02,58.0,,,,,
2011-01-03,58.0,,,,,
2011-01-04,58.0,,,,,
2011-01-05,58.0,,,,,
2011-01-06,58.0,,,,,
2011-01-07,58.0,,,,,
2011-01-08,58.0,,,,,
2011-01-09,58.0,0.0,1.0,5.0,51.0,155.0
2011-01-10,58.0,,,,,
2011-01-11,58.0,,,,,
2011-01-12,58.0,,,,,
2011-01-13,58.0,,,,,
2011-01-14,58.0,0.0,1.0,4.0,54.0,375.0
2011-01-15,58.0,,,,,
2011-01-16,58.0,,,,,
2011-01-17,58.0,,,,,
2011-01-18,58.0,,,,,
2011-01-19,58.0,0.0,1.0,5.0,42.0,331.0
2011-01-20,58.0,,,,,
2011-01-21,58.0,,,,,
2011-01-22,58.0,,,,,
2011-01-23,58.0,,,,,
2011-01-24,58.0,0.0,1.0,5.0,55.0,384.0
2011-01-25,58.0,,,,,
2011-01-26,58.0,,,,,
2011-01-27,58.0,,,,,
2011-01-28,58.0,0.0,1.0,6.0,53.0,417.0
2011-01-29,58.0,,,,,
2011-01-30,58.0,,,,,
2011-01-31,58.0,,,,,
2011-02-01,58.0,,,,,
2011-02-02,58.0,,,,,
2011-02-03,58.0,,,,,
2011-02-04,58.0,,,,,
2011-02-05,58.0,0.0,1.0,4.0,58.0,202.0
2011-02-06,58.0,0.0,1.0,6.0,70.0,252.0
2011-02-07,58.0,,,,,
2011-02-08,58.0,0.0,1.0,4.0,45.0,97.0
2011-02-09,58.0,,,,,
2011-02-10,58.0,,,,,
2011-02-11,58.0,,,,,
2011-02-12,58.0,0.0,1.0,6.0,65.0,371.0
2011-02-13,58.0,,,,,
2011-02-14,58.0,,,,,
2011-02-15,58.0,,,,,
2011-02-16,58.0,,,,,
2011-02-17,58.0,0.0,1.0,5.0,61.0,248.0
2011-02-18,58.0,,,,,
2011-02-19,58.0,,,,,
2011-02-20,58.0,,,,,
2011-02-21,58.0,,,,,
2011-02-22,58.0,0.0,1.0,4.0,60.0,272.0
2011-02-23,58.0,,,,,
2011-02-24,58.0,,,,,
2011-02-25,58.0,0.0,1.0,,,272.0
2011-02-26,58.0,,,,,
2011-02-27,58.0,,,,,
2011-02-28,58.0,,,,,
2011-03-01,58.0,0.0,1.0,4.0,52.0,417.0
2011-03-02,58.0,0.0,1.0,5.0,66.0,404.0
2011-03-03,58.0,,,,,
2011-03-04,58.0,,,,,
2011-03-05,58.0,,,,,
2011-03-06,58.0,,,,,
2011-03-07,58.0,,,,,
2011-03-08,58.0,,,,,
2011-03-09,58.0,,,,,
2011-03-10,58.0,0.0,1.0,5.0,61.0,158.0
2011-03-11,58.0,0.0,1.0,5.0,50.0,351.0
2011-03-12,58.0,,,,,
2011-03-13,58.0,,,,,
2011-03-14,58.0,0.0,1.0,4.0,51.0,205.0
2011-03-15,58.0,,,,,
2011-03-16,58.0,,,,,
2011-03-17,58.0,0.0,1.0,,,374.0
2011-03-18,58.0,,,,,
2011-03-19,58.0,,,,,
2011-03-20,58.0,,,,,
2011-03-21,58.0,,,,,
2011-03-22,58.0,0.0,1.0,5.0,60.0,387.0
2011-03-23,58.0,,,,,
2011-03-24,58.0,,,,,
2011-03-25,58.0,0.0,1.0,4.0,63.0,245.0
2011-03-26,58.0,,,,,
2011-03-27,58.0,,,,,
2011-03-28,58.0,,,,,
2011-03-29,58.0,,,,,
2011-03-30,58.0,0.0,1.0,5.0,70.0,212.0
2011-03-31,58.0,,,,,
2011-04-01,58.0,,,,,
2011-04-02,58.0,,,,,
2011-04-03,58.0,0.0,1.0,5.0,52.0,158.0
2011-04-04,58.0,,,,,
2011-04-05,58.0,,,,,
2011-04-06,58.0,,,,,
2011-04-07,58.0,0.0,1.0,5.0,61.0,223.0
2011-04-08,58.0,,,,,
2011-04-09,58.0,,,,,
2011-04-10,58.0,,,,,
2011-04-11,58.0,,,,,
2011-04-12,58.0,,,,,
2011-04-13,58.0,,,,,
2011-04-14,58.0,,,,,
2011-04-15,58.0,0.0,1.0,5.0,62.0,409.0
2011-04-16,58.0,,,,,
2011-04-17,58.0,,,,,
2011-04-18,58.0,,,,,
2011-04-19,58.0,,,,,
2011-04-20,58.0,0.0,1.0,5.0,59.0,271.0
2011-04-21,58.0,,,,,
2011-04-22,58.0,,,,,
2011-04-23,58.0,,,,,
2011-04-24,58.0,,,,,
2011-04-25,58.0,,,,,
2011-04-26,58.0,0.0,1.0,4.0,58.0,273.0
2011-04-27,58.0,,,,,
2011-04-28,58.0,,,,,
2011-04-29,58.0,,,,,
2011-04-30,58.0,,,,,
2011-05-01,58.0,,,,,
2011-05-02,58.0,,,,,
2011-05-03,58.0,,,,,
2011-05-04,58.0,0.0,1.0,5.0,61.0,272.0
2011-05-05,58.0,0.0,1.0,4.0,48.0,192.0
2011-05-06,58.0,,,,,
2011-05-07,58.0,,,,,
2011-05-08,58.0,0.0,1.0,4.0,49.0,129.0
2011-05-09,58.0,,,,,
2011-05-10,58.0,,,,,
2011-05-11,58.0,,,,,
2011-05-12,58.0,,,,,
2011-05-13,58.0,0.0,1.0,5.0,62.0,278.0
2011-05-14,58.0,,,,,
2011-05-15,58.0,,,,,
2011-05-16,58.0,,,,,
2011-05-17,58.0,,,,,
2011-05-18,58.0,,,,,
2011-05-19,58.0,0.0,1.0,4.0,59.0,221.0
2011-05-20,58.0,,,,,
2011-05-21,58.0,,,,,
2011-05-22,58.0,,,,,
2011-05-23,58.0,,,,,
2011-05-24,58.0,0.0,1.0,5.0,56.0,210.0
2011-05-25,58.0,,,,,
2011-05-26,58.0,,,,,
2011-05-27,58.0,0.0,1.0,4.0,40.0,157.0
2011-05-28,58.0,,,,,
2011-05-29,58.0,,,,,
2011-05-30,58.0,,,,,
2011-05-31,58.0,,,,,
2011-06-01,58.0,0.0,1.0,5.0,55.0,273.0
2011-06-02,58.0,,,,,
2011-06-03,58.0,,,,,
2011-06-04,58.0,,,,,
2011-06-05,58.0,,,,,
2011-06-06,58.0,,,,,
2011-06-07,58.0,,,,,
2011-06-08,58.0,,,,,
2011-06-09,58.0,0.0,1.0,4.0,36.0,135.0
2011-06-10,58.0,,,,,
2011-06-11,58.0,,,,,
2011-06-12,58.0,,,,,
2011-06-13,58.0,,,,,
2011-06-14,58.0,,,,,
2011-06-15,58.0,0.0,1.0,5.0,61.0,110.0
2011-06-16,58.0,,,,,
2011-06-17,58.0,,,,,
2011-06-18,58.0,,,,,
2011-06-19,58.0,,,,,
2011-06-20,58.0,0.0,1.0,5.0,54.0,171.0
2011-06-21,58.0,,,,,
2011-06-22,58.0,,,,,
2011-06-23,58.0,0.0,1.0,4.0,57.0,177.0
2011-06-24,58.0,,,,,
2011-06-25,58.0,,,,,
2011-06-26,58.0,,,,,
2011-06-27,58.0,,,,,
2011-06-28,58.0,0.0,1.0,5.0,58.0,107.0
2011-06-29,58.0,,,,,
2011-06-30,58.0,,,,,
2011-07-01,58.0,,,,,
2011-07-02,58.0,,,,,
2011-07-03,58.0,,,,,
2011-07-04,58.0,,,,,
2011-07-05,58.0,,,,,
2011-07-06,58.0,0.0,1.0,5.0,61.0,213.0
2011-07-07,58.0,0.0,1.0,5.0,57.0,132.0
2011-07-08,58.0,,,,,
2011-07-09,58.0,,,,,
2011-07-10,58.0,0.0,1.0,4.0,58.0,227.0
2011-07-11,58.0,,,,,
2011-07-12,58.0,,,,,
2011-07-13,58.0,,,,,
2011-07-14,58.0,,,,,
2011-07-15,58.0,0.0,1.0,4.0,45.0,78.0
2011-07-16,58.0,,,,,
2011-07-17,58.0,,,,,
2011-07-18,58.0,,,,,
2011-07-19,58.0,,,,,
2011-07-20,58.0,0.0,1.0,4.0,60.0,133.0
2011-07-21,58.0,,,,,
2011-07-22,58.0,,,,,
2011-07-23,58.0,,,,,
2011-07-24,58.0,,,,,
2011-07-25,58.0,0.0,1.0,5.0,58.0,136.0
2011-07-26,58.0,,,,,
2011-07-27,58.0,,,,,
2011-07-28,58.0,0.0,1.0,4.0,37.0,114.0
2011-07-29,58.0,,,,,
2011-07-30,58.0,,,,,
2011-07-31,58.0,,,,,
2011-08-01,58.0,,,,,
2011-08-02,58.0,0.0,1.0,4.0,56.0,229.0
2011-08-03,58.0,,,,,
2011-08-04,58.0,0.0,1.0,4.0,61.0,142.0
2011-08-05,58.0,,,,,
2011-08-06,58.0,,,,,
2011-08-07,58.0,,,,,
2011-08-08,58.0,,,,,
2011-08-09,58.0,,,,,
2011-08-10,58.0,,,,,
2011-08-11,58.0,,,,,
2011-08-12,58.0,0.0,1.0,5.0,57.0,247.0
